id,q1_hh_members,q2_age_u5,q3_age_5_17,q4_age_18_34,q5_age_35_59,q6_age_60plus,q7_male,q8_female,q9_head_sex,q10_head_age,q11_head_education,q12_occupation,q12_other,q13_income,q14_residence,q15_housing,q15_other,q16_tenure,q17_rooms,q18_floors,q19_economic,q20_living,q21_region,q22_district,q23_village,demographics_complete,starttime_complete,q96digital_corruption,q87_confidence,q95_cyber_awareness
2782,7,1,1,4,1,0,2,5,2,40,6,2, ,200,1,2, ,1,5,1,4,4,1,5,hargeisa,2,2,3,3,3
2783,4,0,1,4,0,0,2,2,2,52,6,6, ,500,1,2, ,1,3,3,3,3,1,1,Siiney,2,2,3,2,2
2784,7,0,0,0,1,2,2,5,1,72,6,2, ,2000,1,1, ,1,6,1,4,4,1,3,Isha boorama,2,2,5,5,3
2785,7,0,0,5,2,0,4,3,1,57,7,1, ,400,1,1, ,1,5,1,4,5,1,2,goljano,2,2,3,4,2
2786,8,2,1,1,0,0,6,2,1,20,6,2, ,600,2,1, ,1,5,1,3,4,1,2,cawo dhalad,2,2, , , 
2787,7,0,0,1,2,1,4,3,1,60,7,4, ,700,1,1, ,1,5,1,4,5,1,7,Jigjigayar,2,2, , , 
2789,5,0,0,1,1,0,3,2,1,49,6,2, ,1000,1,1, ,1,6,1,4,4,1,2, ,2,2,2,3,3
2791,10,1,0,0,0,0,3,7,1,58,4,2, ,1000,1,1, ,1,5,1,3,5,1,7,jigjiga yar,2,2,4,4,4
2792,14,3,4,6,1,0,6,8,2,55,1,6, ,500,1,1, ,1,5,1,4,3,1,1,masalaha,2,2,4,4,2
2796,11,2,1,1,0,0,7,4,1,45,8,4, ,250,1,2, ,1,2,1,3,4,1,9,Kililka,2,2,5,4,3
2797,11,0,0,2,3,1,6,5,1,69,7,2, ,400,1,1, ,3,5,1,4,6,1,8,jigjigayar,2,2,5,3,4
2801,5,0,0,1,0,0,2,2,2,39,8,1, ,200,1,1, ,1,2,2,5,5,1,6,sheikhnur,2,2,3,4,3
2803,13,0,2,7,3,2,6,7,1,65,6,2, ,500,1,3, ,2,6,1,4,3,4,1,I live in dacawaley,2,2,5,5,5
2804,3,0,0,3,0,0,2,1,1,28,7,1, ,300,1,2, ,1,2,1,4,4,1,1,axmed gurey,2,2,2,6,2
2805,5,3,1,0,1,0,4,1,1,39,4,6, ,100,1,2, ,1,3,1,2,3,1,5,Oodwayne,2,2,5,4,3
2806,5,0,1,1,3,1,1,4,1,51,6,7,Engineering,400,1,1, ,1,4,1,3,4,1,7,Gantalaha,2,2,2,4,4
2807,8,2,6,5,2,0,3,5,2,55,4,1, ,300,1,1, ,1,3,1,3,5,1,1,isha boorma,2,2,3,1,3
2808,11,0,0,1,0,1,5,6,1,53,2,1, ,280,1,1, ,1,3,1,3,2,1,6,sheekh nuur,2,2,4,3,4
2811,8,3,2,4,1,2,3,5,1,60,6,1, ,300,2,2, ,2,4,1,3,3,1,7,Ibraahin Koodbuur,2,2,3,4,3
2812,4,0,0,0,0,0,1,3,1,58,6,1, ,300,1,3, ,1,6,1,5,5,1,7,Gantaalaha,2,2,3,5,6
2813,12,2,1,1,2,0,7,5,1,55,7,1, ,500,1,1, ,1,7,1,5,5,1,7,xeedho,2,2,4,6,2
2817,13,0,0,1,0,0,7,6,1,54,4,4, ,310,1,1, ,1,6,1,5,5,1,4,Daarasalaam,2,2,5,5,2
2818,12,1,3,4,1,0,4,8,1,46,1,4, ,120,1,1, ,1,5,1,3,4,1,1,Badhka,2,2,3,3,3
2819,6,0,1,2,1,6,2,4,2,34,7,1, ,650,3,1, ,1,6,4,5,5,1,7,jig jiga yar,2,2,3,4,5
2820,12,2,1,1,0,1,6,8,1,45,1,1, ,550,1,1, ,1,3,3,3,5,1,6,sheikhnur,2,2,5,3,3
2821,12,0,0,1,0,0,7,5,1,58,6,1, ,2000,1,1, ,1,8,1,4,4,1,2, ,2,2, , , 
2824,4,1,0,0,2,1,1,3,1,60,6,2, ,1000,1,2, ,1,5,1,4,5,1,9,kaah area,2,2,3,3,2
2826,9,0,1,1,0,0,6,3,1,47,5,1, ,800,1,1, ,1,5,1,4,4,1,2,150,2,2,3,3,3
2827,12,2,0,1,1,2,7,5,1,62,6,2, ,1500,1,1, ,1,10,1,4,5,1,3,Fuuluja,2,2,3,3,3
2829,7,0,1,1,1,0,3,4,1,35,6,2, ,1700,1,1, ,1,10,2,4,4,1,7,Jigjigayar,2,2,5,5,4
2830,7,2,0,0,3,2,3,4,1,34,7,2, ,570,1,2, ,1,5,0,4,4,1,4,MOOGE,2,2,5,3,3
2832,13,0,1,0,2,0,4,9,1,52,3,2, ,300,1,1, ,1,6,1,4,4,1,3,pepsiga,2,2,4,4,2
2834,6,0,0,0,0,2,3,3,1,61,6,2, ,1200,1,3, ,1,7,1,4,4,1,1,Xero awr,2,2,5,4,3
2835,4,0,0,0,3,1,3,1,2,60,5,4, ,500,1,2, ,1,4,0,4,3,1,2,Goljano,2,2,4,4,2
2836,6,0,0,5,2,2,2,4,1,67,4,3, ,1200,1,2, ,1,6,2,5,3,1,7,jigjigayar,2,2,3,4,3
2838,8,0,0,0,0,0,4,4,2,54,4,6, ,2500,1,1, ,1,5,1,5,5,1,6,Geerash aw aadan,2,2, , , 
2839,8,0,0,0,0,0,3,5,1,53,4,1, ,800,1,2, ,1,5,1,3,3,1,2,Dalloodho,2,2, , , 
2840,7,0,1,0,1,2,5,2,1,45,6,1, ,1000,1,1, ,1,5,1,5,5,1,2,xero-awr,2,2,4,5,1
2842,7,0,0,1,0,1,3,4,1,70,3,6, ,1000,1,1, ,1,6,1,5,5,1,6,Geerash aw aadan,2,2, , , 
2843,5,0,1,4,2,0,3,2,1,29,6,1, ,400,3,3, ,1,5,1,4,4,1,7,jigjigyar,2,2,2,3,4
2844,10,3,1,3,3,0,4,6,1,50,7,2, ,700,1,1, ,1,7,1,3,4,1,2,xero awr,2,2, , , 
2845,8,0,1,0,1,0,6,2,1,49,6,1, ,5000,1,1, ,1,5,1,5,5,1,6,Geerash aw aadan,2,2, , , 
2846,12,0,0,3,7,2,6,6,1,58,7,2, ,1000,1,1, ,1,6,0,5,3,1,4,Mooge,2,2,5,5,3
2847,6,0,0,0,0,0,3,3,1,38,6,1, ,4000,1,1, ,1,6,1,5,5,1,6,Magaalo ugaaso,2,2, , , 
2848,9,0,0,2,0,1,7,2,1,60,6,1, ,2200,1,2, ,1,5,1,5,5,1,6,Geerash aw aadan,2,2, , , 
2850,8,0,0,1,0,0,3,5,1,48,2,6, ,100,1,1, ,1,2,1,2,3,1,1,birjeex,2,2,5,2,3
2853,4,0,0,1,0,1,2,2,1,60,6,2, ,300,1,1, ,1,5,1,5,5,1,2,xero awr,2,2, , , 
2854,6,0,1,4,1,0,2,4,2,58,2,6, ,500,1,1, ,1,5,1,4,4,1,2,Idaacada,2,2,4,5,5
2855,9,0,0,1,0,0,3,6,1,63,5,1, ,3000,1,1, ,2,6,1,3,5,1,6,Geerash aw aadan,2,2, , , 
2856,9,0,0,1,0,0,5,4,1,55,6,1, ,700,1,2, ,1,4,1,3,3,1,6,hargeisa,2,2,2,4,2
2857,7,0,0,0,5,2,2,5,1,60,7,2, ,760,1,2, ,1,6,1,4,3,1,4,MOOGE,2,2,5,3,3
2860,10,1,10,5,2,0,6,4,1,51,3,2, ,500,1,3, ,1,3,1,3,3,1,2,26 june,2,2, , , 
2861,12,0,4,3,4,1,5,7,2,35,4,2, ,600,1,2, ,1,4,1,4,4,1,1,siinay,2,2,2,3,3
2862,7,0,5,0,0,0,5,2,1,34,6,1, ,1500,1,1, ,1,4,1,5,5,1,6,Magaalo ugaaso,2,2, , , 
2863,11,0,0,1,0,0,5,6,1,56,5,1, ,1000,1,1, ,1,6,1,5,5,1,6,Geerash aw aadan,2,2, , , 
2864,9,0,0,3,4,2,4,5,1,49,6,2, ,550,1,1, ,1,4,0,4,3,1,4,Mooge,2,2,5,4,3
2865,12,0,3,4,4,1,6,6,2,55,1,2, ,1000,1,2, ,1,5,1,5,5,1,1,Oktoobar,2,2,4,3,2
2866,8,3,1,2,2,0,4,4,1,37,6,2, ,300,1,1, ,1,5,1,4,4,1,5,Sabaxareed,2,2,5,4,2
2867,5,0,0,0,1,0,4,1,1,43,4,7,Paid bills with his boys,200,1,2, ,1,5,1,3,3,1,7,Sha'ab area,2,2,5,3,2
2868,5,0,0,1,0,1,2,3,1,57,3,4, ,700,1,2, ,2,5,1,2,2,1,2,150 st,2,2,1,2,4
2869,4,1,0,2,0,0,1,3,1,23,4,2, ,2900,1,2, ,1,5,1,5,5,1,7,gantaalaha,2,2,3,3,1
2870,6,2,0,0,1,0,4,2,1,35,4,1, ,600,1,1, ,1,4,1,3,3,1,7,Jigjigayar,2,2, , , 
2871,4,0,0,2,1,1,1,3,2,60,1,1, ,300,1,2, ,1,8,2,4,3,1,2,Heroawr,2,2,2,3,2
2872,6,0,0,1,1,1,2,4,2,43,1,1, ,900,1,1, ,2,4,1,3,3,1,8,Ahmed Raaan,2,2,3,2,3
2873,5,0,0,1,0,1,2,3,1,60,3,4, ,500,1,1, ,1,3,1,3,4,1,7,Jigjigayar,2,2, , , 
2874,7,1,2,0,2,0,6,1,1,40,1,2, ,300,1,3, ,2,4,1,4,3,1,2,maroidi-jeex,2,2,2,2,6
2879,2,0,0,0,2,0,1,1,1,36,6,1, ,500,1,1, ,1,3,1,5,4,1,1,siinay,2,2,3,3,2
2881,12,0,0,2,0,0,8,6,1,45,6,1, ,1000,2,1, ,1,7,3,4,4,1,6,hargeisa,2,2,1,4,3
2882,9,0,9,5,2,0,5,4,1,51,4,1, ,500,1,3, ,1,4,1,4,4,1,2,26 june,2,2,1,3,6
2883,4,1,1,0,0,0,2,2,1,29,4,1, ,250,1,2, ,1,2,1,5,4,1,7,Qunyardaga,2,2,3,3,4
2884,7,0,1,4,2,0,4,3,1,58,3,7,driver car,200,1,1, ,1,3,1,4,5,1,1,Oktoobar,2,2,4,4,2
2886,8,0,0,1,0,0,4,4,2,50,3,4, ,500,1,2, ,1,4,1,3,4,1,2,cabaaye,2,2,4,4,3
2888,6,0,0,5,0,0,0,6,2,40,1,2, ,600,1,1, ,1,5,1,5,5,1,1,Hargaysa,2,2,3,5,4
2889,12,2,9,1,2,0,6,6,1,40,6,7,Doctor,500,1,1, ,1,5,1,3,3,1,9,Shiraaqle,2,2,3,4,4
2890,6,1,1,1,2,1,4,2,1,35,6,1, ,400,1,1, ,1,4,1,4,4,1,1,siinay,2,2,3,4,4
2891,3,0,0,0,0,0,2,1,2,55,8,1, ,200,1,2, ,1,3,1,3,4,1,1,october,2,2,3,3,3
2892,5,1,0,0,2,0,2,3,1,32,1,1, ,300,1,2, ,1,3,1,3,4,1,2,xero-awr,2,2,5,4,1
2893,15,2,1,1,1,1,5,6,1,28,6,2, ,200,1,1, ,1,8,2,4,4,1,7,Hargeisa,2,2,3,3,3
2894,9,0,0,2,3,3,3,6,2,62,7,2, ,300,1,1, ,1,5,5,3,3,1,2, ,2,2,4,2,2
2896,9,0,0,2,1,1,3,6,2,60,8,1, ,300,1,2, ,1,7,2,4,3,1,7,Jigjigayar,2,2,3,3,3
2900,10,1,0,1,0,2,4,6,1,48,7,1, ,1000,1,3, ,1,5,1,5,3,1,2,Cabaaye,2,2,3,5,4
2901,9,1,2,2,4,0,2,7,1,35,6,1, ,1000,1,2, ,2,4,1,4,3,1,6,Geerash aw aadan,2,2,4,4,5
2902,10,1,0,0,1,0,5,5,1,52,1,2, ,300,1,1, ,1,3,1,5,4,1,7,ibraahim koodbuur,2,2,4,3,2
2903,4,0,4,4,1,1,2,2,1,20,4,5, ,300,3,2, ,1,3,1,3,1,1,3,Pepsiga,2,2,3,3,3
2904,15,1,0,1,1,1,4,11,1,56,4,2, ,1000,1,1, ,1,5,1,4,4,1,1,birjeex,2,2,5,3,3
2907,9,1,0,1,0,0,5,4,1,51,7,2, ,100,1,1, ,1,4,1,4,4,1,4,jungalka,2,2,3,3,4
2908,5,1,0,1,2,0,2,3,1,35,3,1, ,200,1,2, ,1,4,1,4,3,1,7,Sha'ab area,2,2,4,3,1
2909,10,3,3,0,1,0,3,4,1,39,6,7,principle,400,1,1, ,1,5,1,4,4,1,1,siinay,2,2,4,4,4
2910,15,0,0,1,0,0,6,5,2,50,6,6, ,1000,1,1, ,1,9,8,3,5,1,3,pepsi,2,2,4,5,5
2914,12,0,12,8,2,0,6,6,1,56,7,2, ,700,1,1, ,1,7,1,5,4,1,6,Hargeisa,2,2, , , 
2915,6,2,0,0,0,0,3,3,1,34,6,1, ,300,1,1, ,1,3,1,3,2,1,7,Jigjiga yar,2,2,2,4,2
2918,10,1,9,6,2,2,4,6,1,26,6,5, ,550,3,2, ,1,6,1,3,3,1,3,Birish liclic,2,2,2,3,3
2919,9,0,0,1,0,1,4,5,2,52,6,2, ,500,1,3, ,1,4,1,5,3,1,7,Sheedaha,2,2,3,5,4
2920,4,2,0,0,0,0,1,2,1,27,6,2, ,2500,1,1, ,1,6,1,3,5,1,9, ,2,2, , , 
2921,1,0,1,1,0,1,3,7,1,70,4,3, ,700,1,1, ,1,6,1,4,4,1,9,new hargeisa,2,2,1,4,2
2922,10,0,0,1,1,0,7,3,1,40,3,1, ,400,1,1, ,1,3,1,3,4,1,2,cabaaye,2,2,4,4,3
2923,9,1,0,1,0,0,5,4,1,51,7,2, ,100,1,1, ,1,4,1,4,4,1,4,jungalka,2,2,4,3,3
2924,4,1,0,0,1,0,2,2,2,35,6,1, ,300,1,2, ,1,2,1,3,3,1,2,Hawadle,2,2,4,1,1
2925,5,0,0,1,2,1,2,3,2,80,6,2, ,1000,1,1, ,1,5,1,5,5,1,6,hargeisa,2,2,3,4,3
2927,11,2,0,0,1,0,8,3,1,40,3,4, ,400,1,2, ,1,2,1,3,3,1,7,Jigjiga yar,2,2,4,3,6
2928,7,0,0,1,0,1,3,4,1,61,3,6, ,350,1,3, ,2,2,1,4,4,1,1,xero- awr,2,2,4,3,2
2929,10,0,0,1,0,1,6,4,1,65,6,1, ,500,1,2, ,2,5,5,3,3,1,6,geerash aw adam,2,2,2,2,4
2932,5,0,0,1,0,0,2,3,2,50,1,2, ,200,1,2, ,1,5,1,3,4,1,2,xero-awr,2,2,4,3,4
2933,12,2,0,0,0,0,5,7,1,40,6,1, ,500,1,1, ,1,3,1,4,4,1,9,new hargeisa,2,2,4,3,2
2934,9,1,3,5,1,0,5,4,1,56,4,2, ,5000,1,1, ,1,8,1,3,3,1,9,new hargysa,2,2,3,3,3
2935,15,2,0,4,1,1,8,7,1,65,8,2, ,200,1,1, ,1,8,1,5,2,1,1, ,2,2,3,3,3
2936,12,3,5,1,2,1,4,8,1,35,1,2, ,200,1,2, ,1,4,1,4,4,1,5,hargeisa,2,2,1,2,2
2938,12,1,0,0,3,0,5,7,1,45,7,2, ,800,1,3, ,1,6,0,5,5,1,2,150 street,2,2,5,4,2
2939,12,6,5,2,1,2,8,4,1,65,6,2, ,1000,1,1, ,1,7,5,2,1,1,7,daloodho,2,2,2,3,3
2940,7,2,1,0,1,1,6,2,2,40,6,1, ,300,3,3, ,1,5,12,4,3,1,2,Xero awar,2,2,3,5,5
2941,6,1,0,1,0,1,3,3,1,58,6,2, ,1500,1,1, ,1,5,1,4,4,1,9,new hargeisa,2,2,4,3,4
2942,7,0,1,4,0,2,4,3,1,60,7,4, ,500,1,1, ,1,4,0,3,4,1,6,geerash-aw Aadan,2,2,5,3,1
2943,5,1,1,1,2,0,3,2,1,38,6,1, ,2000,2,1, ,1,4,1,3,3,1,9,new hargysa,2,2,2,3,3
2944,11,0,0,0,0,1,4,7,1,55,4,1, ,500,1,1, ,1,5,1,1,4,1,2,cabaaye,2,2,3,5,2
2945,6,0,0,1,0,0,3,3,2,45,8,6, ,30,1,1, ,2,2,1,3,3,1,7,xero-awr,2,2,5,3,2
2948,10,0,0,0,1,2,5,5,1,68,3,1, ,800,1,1, ,1,5,1,5,5,1,7,Sheedaha,2,2,4,3,1
2952,10,0,0,1,1,3,4,6,1,60,4,6, ,1000,1,1, ,1,6,1,5,5,1,9,new hargeisa,2,2,4,4,6
2954,11,4,2,2,1,1,7,5,1,35,6,1, ,800,1,1, ,1,7,2,4,5,1,3,hargeisa,2,2,2,1,5
2955,5,1,0,0,0,1,3,2,2,60,6,2, ,1000,1,1, ,1,5,1,4,5,1,9,Newhargeisa buurta,2,2,4,4,2
2957,10,1,2,3,3,1,4,6,1,42,6,2, ,700,1,1, ,1,7,1,5,5,1,1,Badhka,2,2,4,3,3
2958,9,0,1,1,0,0,4,5,1,58,6,2, ,600,1,1, ,1,5,1,3,3,1,2,Hargaysa,2,2,2,4,2
2960,10,0,0,2,2,2,5,5,1,62,5,6, ,500,1,2, ,1,4,2,4,4,1,3,Biibsi,2,2,4,4,2
2961,6,1,0,3,1,0,3,3,1,36,7,1, ,2000,1,2, ,1,5,1,4,3,1,3,31 may,2,2,2,3,4
2962,6,0,1,0,0,0,3,3,2,28,1,1, ,100,1,3, ,3,2,1,4,4,1,1,cakaara,2,2,5,2,2
2963,10,9,1,1,3,1,4,6,1,65,7,2, ,5000,1,1, ,1,8,3,5,3,1,7,badacas,2,2,3,4,6
2964,14,1,0,1,1,0,9,5,2,35,6,6, ,100,1,3, ,1,5,1,4,4,1,1,X Aktober,2,2,3,2,3
2967,3,1,0,2,0,0,2,1,1,20,4,1, ,180,1,2, ,1,1,1,3,2,1,4,Jarato,2,2,3,3,2
2968,6,0,0,6,1,0,3,3,2,42,1,1, ,250,1,1, ,1,4,1,5,4,1,2,26june,2,2,1,3,4
2969,14,0,14,11,4,0,6,8,2,41,7,3, ,1000,1,2, ,1,5,1,5,5,1,7,Hargeisa,2,2, , , 
2972,5,5,0,5,5,0,2,3,2,50,4,6, ,1000,1,2, ,1,6,1,5,5,1,6,Gacan libaax,2,2,4,5,3
2973,7,1,2,0,1,0,2,5,1,35,3,1, ,200,1,3, ,1,4,1,4,5,1,9,new hargeisa,2,2,4,4,6
2974,10,0,0,8,1,0,3,7,2,65,3,6, ,1000,1,2, ,1,5,1,5,5,1,6, ,2,2,5,5,3
2976,2,0,2,2,1,1,0,2,2,58,1,6, ,500,1,2, ,1,4,1,5,4,1,6,Waran Cade road,2,2,2,3,2
2977,12,2,1,1,0,0,6,6,2,40,1,6, ,500,1,2, ,1,5,1,5,4,1,5,Calaamada,2,2,4,3,3
2980,11,0,11,5,0,0,3,8,1,23,4,3, ,400,1,1, ,1,5,1,4,4,1,7,Hargeisa,2,2, , , 
2982,5,0,0,1,0,3,2,3,1,78,6,1, ,300,1,1, ,3,6,5,3,4,1,7, ,2,2,3,3,2
2983,6,0,0,0,1,1,2,4,1,67,6,2, ,900,1,1, ,1,4,1,5,5,1,5,masalaha,2,2,3,5,3
2984,11,2,1,7,0,1,3,7,1,40,4,2, ,300,1,3, ,1,5,1,4,4,1,1,halflondon,2,2,4,4,3
2985,8,2,1,1,0,3,5,3,1,60,3,4, ,400,1,1, ,1,4,1,3,4,1,1,xero- awr,2,2,4,4,4
2987,9,1,0,4,0,0,7,2,1,28,6,1, ,200,1,1, ,1,7,2,4,4,1,3,Biibsi,2,2,3,1,1
2988,12,2,10,9,4,1,5,7,2,43,3,1, ,350,1,1, ,1,4,1,5,5,1,2,26june,2,2,4,3,4
2989,4,0,0,1,0,1,1,3,2,80,1,6, ,300,1,1, ,1,2,2,3,4,1,6,sheikhnur,2,2,2,5,5
2990,6,0,0,1,0,0,2,4,2,54,3,6, ,530,1,2, ,1,3,1,3,3,1,2,xero-awr,2,2,4,4,4
2991,17,0,0,1,0,1,12,4,1,62,7,1, ,3000,1,1, ,1,7,1,5,5,1,6,magaalo ugaaso,2,2,3,3,3
2993,16,0,0,12,4,2,8,8,2,55,6,2, ,300,1,1, ,1,5,1,4,4,1,2,Qudhacyada,2,2,2,3,4
2994,12,0,0,9,0,3,9,3,1,61,5,4, ,800,1,2, ,1,5,1,3,3,1,7,Magalo jimcale,2,2,3,4,3
2996,8,2,1,0,0,0,5,3,1,45,6,1, ,500,1,2, ,1,4,1,5,5,1,7, ,2,2,1,2,1
2997,8,0,8,6,2,1,4,4,1,70,1,1, ,200,1,1, ,1,4,1,4,3,1,1,October,2,2,5,4,2
2998,12,1,0,1,1,0,8,4,1,50,7,2, ,250,1,2, ,1,4,1,1,3,1,3,hargeisa,2,2,3,3,3
3000,5,0,0,0,1,1,3,2,2,60,1,1, ,600,1,1, ,1,1,1,5,5,1,1,October,2,2,5,3,2
3001,15,2,1,0,1,0,9,6,2,23,6,2, ,1000,1,1, ,1,8,0,5,3,1,7,jigjiga yar,2,2,4,4,6
3002,10,3,2,3,2,0,5,5,1,35,4,1, ,350,1,3, ,1,4,1,5,2,1,7,jigjigayar,2,2, , , 
3003,11,0,1,3,1,1,2,9,1,50,4,4, ,308,1,2, ,1,5,1,3,4,1,7,Jigjiga yar,2,2,4,3,2
3004,5,0,0,0,0,1,3,2,1,68,5,7,proker,370,1,1, ,1,4,1,5,5,1,7,if iyo aakhiro,2,2,3,4,3
3005,12,1,1,1,10,0,7,5,1,55,7,1, ,2000,1,1, ,1,7,1,5,5,1,7,xeedho,2,2,3,5,4
3006,12,2,1,1,1,0,6,6,2,35,6,3, ,600,3,1, ,1,5,3,5,3,1,7,dacarbudhuq,2,2, , , 
3008,11,1,1,0,0,1,4,7,2,55,6,5, ,450,1,3, ,1,5,1,4,5,1,7,Qunyardaga,2,2,3,3,4
3014,11,0,0,1,0,1,6,5,2,58,2,1, ,100,1,1, ,1,5,1,2,4,1,1,birjeex,2,2,4,3,3
3015,7,0,0,1,1,0,3,4,2,45,1,6, ,100,1,1, ,1,6,5,3,3,1,7,Heroawr,2,2,2,3,1
3017,7,1,1,0,0,0,4,3,1,30,7,6, ,350,1,1, ,1,4,1,4,4,1,2,Hargeisa,2,2,3,2,2
3018,8,2,0,1,1,0,6,2,1,36,2,1, ,500,1,3, ,1,4,1,4,4,1,7,Saldhiga aadan shiine,2,2,1,2,6
3019,11,0,5,4,1,1,8,3,1,61,6,1, ,800,3,1, ,1,5,1,3,4,1,3,pepsi,2,2,3,4,3
3020,10,0,0,1,0,0,4,6,2,38,3,1, ,500,1,1, ,1,5,1,4,3,1,2,cabaaye,2,2,3,4,3
3021,5,0,0,2,0,0,4,1,2,45,6,2, ,900,1,2, ,1,5,1,4,3,1,2,Hargaysa,2,2,3,3,6
3022,9,2,2,2,3,0,1,3,1,52,6,1, ,1000,1,1, ,1,6,2,5,5,5,7,gantalaha,2,2,3,1,5
3023,8,3,1,1,1,2,4,4,1,60,2,2, ,400,1,1, ,1,4,1,4,3,1,6, ,2,2, , , 
3024,15,0,0,4,4,1,6,12,1,58,6,6, ,2000,1,3, ,1,10,1,4,4,1,2,Hawadle,2,2,3,5,3
3026,13,2,11,5,3,1,7,5,2,70,1,6, ,600,1,2, ,2,5,1,3,5,1,1,nuur village,2,2,5,2,1
3027,9,0,0,7,2,0,6,3,1,38,5,1, ,900,1,2, ,1,5,4,4,2,1,4,star area,2,2,1,4,5
3028,8,2,0,0,0,0,6,2,1,54,4,1, ,150,1,1, ,1,2,2,3,5,1,6,dacarbudhuq,2,2,4,2,1
3029,3,1,0,0,0,0,1,1,1,30,4,1, ,1000,1,2, ,1,6,1,5,5,1,5,buurta kala jeexan,2,2,3,3,2
3030,6,0,6,4,1,1,3,3,1,64,2,1, ,250,1,3, ,1,4,1,4,3,1,7,jigjigayar,2,2,3,3,3
3031,8,0,1,1,1,0,4,4,2,50,1,6, ,150,1,2, ,1,4,1,3,4,1,2,xawadhle,2,2,4,4,4
3032,12,0,0,7,4,1,7,5,1,54,8,4, ,950,1,2, ,1,4,1,3,4,1,7,Magalo jimcale,2,2,2,3,4
3035,6,0,0,5,1,0,3,3,1,28,5,6, ,300,1,1, ,2,4,1,3,1,1,6,Magaalo ugaaso,2,2,5,1,2
3036,13,0,1,4,0,1,6,9,1,55,6,2, ,800,1,1, ,1,6,1,5,5,1,7,jigjiga yar,2,2,3,5,2
3039,5,1,0,3,2,0,2,3,1,36,6,1, ,600,1,2, ,1,5,1,4,3,1,4,golwaraabe,2,2,3,3,4
3040,13,2,4,6,1,0,9,4,1,50,6,1, ,400,1,3, ,1,4,4,4,3,1,1,Half london,2,2, , , 
3041,15,3,0,1,0,2,6,9,2,50,2,6, ,700,1,3, ,1,5,1,5,5,1,5,Xaafada jameecada,2,2,2,1,2
3042,4,0,4,4,0,0,1,3,1,33,4,2, ,200,1,2, ,2,3,1,3,2,1,3, ,2,2,3,1,1
3043,10,0,0,2,6,2,7,3,1,70,6,1, ,500,1,1, ,1,5,1,3,3,1,1,siiney,2,2,4,3,3
3044,5,0,5,5,1,0,3,2,1,35,6,2, ,400,1,1, ,1,5,1,5,5,1,1,axamed gurey,2,2,4,4,3
3045,9,0,3,4,2,0,3,6,1,58,4,4, ,900,1,1, ,1,6,0,4,5,1,2,Xawaadle,2,2,3,4,4
3047,11,1,0,3,0,0,8,3,1,40,5,1, ,500,1,1, ,1,3,1,3,2,1,1,October,2,2,2,3,2
3048,5,1,0,0,0,0,2,3,1,45,6,1, ,240,1,1, ,1,4,1,5,5,1,5,masalaha,2,2,5,5,2
3049,8,2,1,0,0,0,4,4,1,40,4,4, ,500,1,2, ,1,2,1,3,3,1,2,cabaaye,2,2,3,4,2
3050,8,2,0,2,2,0,4,4,2,40,1,3, ,500,1,2, ,2,3,1,3,2,1,2,Daruuraha,2,2,5,3,2
3051,5,0,0,3,1,1,2,3,1,66,5,1, ,980,1,3, ,1,5,2,3,3,1,2,Xer-awr,2,2,4,4,3
3052,9,3,4,0,2,0,6,3,1,51,4,1, ,200,3,1, ,1,4,1,4,4,1,3,pepsi,2,2,3,3,4
3053,9,1,1,0,1,1,4,5,2,40,6,1, ,500,1,1, ,1,5,1,5,5,1,2, ,2,2,5,5,4
3056,4,2,2,2,0,0,2,2,1,24,6,5, ,100,1,1, ,1,2,1,3,4,1,3, ,2,2,1,3,4
3057,12,0,6,4,2,0,5,7,1,58,6,2, ,900,1,1, ,1,4,1,5,5,1,1,Oktoobar,2,2,4,3,2
3058,11,0,0,1,0,1,7,4,2,45,1,6, ,400,1,1, ,1,5,2,3,5,1,6, ,2,2,4,4,6
3059,8,0,0,1,2,1,3,5,2,47,2,5, ,1000,1,1, ,1,9,2,4,4,1,7,gantaalaha,2,2,3,5,3
3060,9,0,0,1,0,0,4,5,1,51,7,2, ,500,1,1, ,1,6,1,3,3,1,7,hero  awr,2,2,3,4,3
3061,4,1,1,0,2,0,1,3,1,36,6,1, ,350,1,2, ,1,4,4,4,4,1,1,siinay,2,2, , , 
3062,5,0,0,2,0,1,2,6,2,45,4,1, ,500,2,2, ,1,6,3,3,4,1,2,Xer awr,2,2,2,4,1
3063,6,0,5,5,1,0,3,3,1,35,7,1, ,500,1,1, ,1,4,1,3,5,1,8,Hargeisa,2,2, , , 
3064,4,0,0,0,0,0,2,2,1,31,7,1, ,200,1,1, ,1,4,1,4,4,1,2,Jig jiga yar,2,2,3,4,3
3065,5,2,1,1,1,0,3,2,1,35,4,2, ,300,1,1, ,1,2,1,3,4,1,5,Saylada,2,2,4,2,3
3066,11,0,11,10,1,0,3,8,2,35,7,1, ,900,1,1, ,1,5,1,5,4,1,6,Hargeisa,2,2, , , 
3067,6,0,0,1,2,1,1,5,2,60,1,2, ,450,1,1, ,1,4,1,4,4,1,1,October,2,2,5,3,2
3068,5,2,1,0,0,0,2,3,2,50,2,1, ,250,1,2, ,1,5,1,3,4,1,2,qudhac yada,2,2, , , 
3069,4,0,0,4,0,0,2,2,1,30,6,1, ,800,1,2, ,1,4,1,4,3,1,6,Cabaaye,2,2,3,3,4
